,Start,End,Sleep quality,Time in bed,Start day,Start time,End time,Drank coffee,Drank tea,Worked out,Stressful day,Ate late,Sleep cycle,Previous day time in bed
222,2015-11-30 21:23:47,2015-11-30 21:23:47,64,535,Mon,21,21,True,True,True,False,False,5,479
223,2015-12-01 23:03:32,2015-12-01 23:03:32,84,437,Tue,23,23,True,True,True,False,False,4,535
224,2015-12-02 22:19:31,2015-12-02 22:19:31,75,411,Wed,22,22,True,True,False,False,False,4,437
225,2015-12-03 22:51:20,2015-12-03 22:51:20,70,369,Thur,22,22,True,True,False,False,True,4,411
226,2015-12-06 22:10:17,2015-12-06 22:10:17,86,440,Sun,22,22,True,True,False,False,False,4,369
227,2015-12-07 21:20:30,2015-12-07 21:20:30,86,460,Mon,21,21,False,True,True,True,False,5,440
228,2015-12-08 22:17:33,2015-12-08 22:17:33,79,448,Tue,22,22,True,True,True,True,False,4,460
229,2015-12-09 21:57:33,2015-12-09 21:57:33,93,493,Wed,21,21,False,True,True,True,False,5,448
230,2015-12-13 00:08:26,2015-12-13 00:08:26,77,494,Sun,0,0,True,False,False,False,False,5,493
231,2015-12-13 22:07:01,2015-12-13 22:07:01,80,482,Sun,22,22,True,False,False,False,False,5,494
232,2015-12-15 22:32:48,2015-12-15 22:32:48,75,457,Tue,22,22,True,True,True,False,False,5,482
233,2015-12-16 22:20:47,2015-12-16 22:20:47,84,440,Wed,22,22,True,True,False,True,False,4,457
234,2015-12-17 21:07:49,2015-12-17 21:07:49,100,517,Thur,21,21,True,True,True,False,False,5,440
235,2015-12-20 22:19:20,2015-12-20 22:19:20,72,480,Sun,22,22,True,True,True,False,False,5,517
236,2015-12-21 22:06:14,2015-12-21 22:06:14,80,443,Mon,22,22,True,False,True,False,False,4,480
237,2015-12-22 21:41:31,2015-12-22 21:41:31,82,481,Tue,21,21,True,True,True,False,False,5,443
238,2015-12-23 22:33:13,2015-12-23 22:33:13,79,447,Wed,22,22,True,True,False,False,False,4,481
239,2015-12-29 22:44:12,2015-12-29 22:44:12,76,496,Tue,22,22,True,False,False,False,False,5,447
240,2016-01-01 23:53:45,2016-01-01 23:53:45,79,513,Fri,23,23,True,True,False,False,False,5,496
241,2016-01-02 23:49:43,2016-01-02 23:49:43,85,504,Sat,23,23,True,True,False,False,False,5,513
242,2016-01-03 21:44:08,2016-01-03 21:44:08,69,471,Sun,21,21,True,False,False,False,False,5,504
243,2016-01-04 22:17:03,2016-01-04 22:17:03,74,448,Mon,22,22,True,True,False,True,False,4,471
244,2016-01-05 22:18:45,2016-01-05 22:18:45,66,481,Tue,22,22,True,False,True,False,False,5,448
245,2016-01-13 22:44:29,2016-01-13 22:44:29,72,455,Wed,22,22,True,True,False,True,True,5,481
246,2016-01-14 22:10:58,2016-01-14 22:10:58,73,437,Thur,22,22,True,True,True,False,False,4,455
247,2016-01-17 22:00:46,2016-01-17 22:00:46,76,449,Sun,22,22,True,True,True,False,False,4,437
248,2016-01-18 21:56:26,2016-01-18 21:56:26,78,458,Mon,21,21,True,True,False,False,True,5,449
249,2016-01-19 22:46:50,2016-01-19 22:46:50,75,468,Tue,22,22,True,True,True,False,False,5,458
250,2016-01-20 21:13:40,2016-01-20 21:13:40,77,555,Wed,21,21,True,True,False,False,False,6,468
251,2016-01-21 21:33:27,2016-01-21 21:33:27,79,530,Thur,21,21,True,False,False,False,False,5,555
252,2016-01-22 22:17:12,2016-01-22 22:17:12,79,597,Fri,22,22,True,False,True,False,False,6,530
253,2016-01-24 22:06:59,2016-01-24 22:06:59,85,503,Sun,22,22,True,True,True,False,False,5,597
254,2016-01-25 22:27:55,2016-01-25 22:27:55,88,490,Mon,22,22,True,False,False,False,False,5,503
255,2016-01-26 22:58:16,2016-01-26 22:58:16,83,449,Tue,22,22,True,True,True,False,False,4,490
256,2016-01-27 22:02:27,2016-01-27 22:02:27,84,440,Wed,22,22,True,True,True,False,False,4,449
257,2016-01-28 22:11:17,2016-01-28 22:11:17,76,435,Thur,22,22,True,True,True,False,False,4,440
258,2016-01-29 21:47:34,2016-01-29 21:47:34,88,499,Fri,21,21,True,True,True,False,False,5,435
259,2016-01-31 22:58:22,2016-01-31 22:58:22,78,440,Sun,22,22,True,False,False,False,False,4,499
260,2016-02-01 22:02:40,2016-02-01 22:02:40,82,445,Mon,22,22,True,True,True,False,False,4,440
261,2016-02-02 21:47:43,2016-02-02 21:47:43,72,453,Tue,21,21,True,False,True,False,False,5,445
262,2016-02-03 22:54:38,2016-02-03 22:54:38,79,446,Wed,22,22,True,False,True,False,False,4,453
263,2016-02-04 22:17:56,2016-02-04 22:17:56,74,515,Thur,22,22,True,False,True,True,False,5,446
264,2016-02-05 23:45:36,2016-02-05 23:45:36,84,470,Fri,23,23,True,False,False,False,False,5,515
265,2016-02-06 22:55:30,2016-02-06 22:55:30,91,520,Sat,22,22,False,True,False,False,False,5,470
266,2016-02-08 00:44:15,2016-02-08 00:44:15,68,421,Mon,0,0,True,True,False,False,False,4,520
267,2016-02-08 22:43:49,2016-02-08 22:43:49,77,476,Mon,22,22,True,True,True,False,False,5,421
268,2016-02-09 21:57:50,2016-02-09 21:57:50,66,453,Tue,21,21,True,False,True,False,False,5,476
269,2016-02-13 23:41:34,2016-02-13 23:41:34,38,330,Sat,23,23,True,False,False,False,False,3,453
270,2016-02-14 22:07:58,2016-02-14 22:07:58,84,465,Sun,22,22,True,False,False,True,False,5,330
271,2016-02-15 22:07:07,2016-02-15 22:07:07,76,438,Mon,22,22,True,False,True,False,False,4,465
272,2016-02-16 22:20:30,2016-02-16 22:20:30,70,432,Tue,22,22,True,False,True,False,False,4,438
273,2016-02-17 21:33:26,2016-02-17 21:33:26,90,531,Wed,21,21,True,False,True,True,False,5,432
274,2016-02-18 22:47:46,2016-02-18 22:47:46,77,459,Thur,22,22,True,True,True,False,False,5,531
275,2016-02-20 23:12:47,2016-02-20 23:12:47,69,508,Sat,23,23,True,False,False,False,False,5,459
276,2016-02-22 22:04:12,2016-02-22 22:04:12,85,499,Mon,22,22,True,False,False,False,False,5,508
277,2016-02-23 22:18:26,2016-02-23 22:18:26,94,486,Tue,22,22,True,False,True,False,False,5,499
278,2016-02-24 21:59:00,2016-02-24 21:59:00,88,464,Wed,21,21,False,True,True,False,False,5,486
279,2016-02-26 00:15:25,2016-02-26 00:15:25,68,380,Fri,0,0,False,True,True,False,False,4,464
280,2016-02-27 23:33:23,2016-02-27 23:33:23,92,497,Sat,23,23,True,False,False,False,False,5,380
281,2016-02-28 22:19:47,2016-02-28 22:19:47,64,445,Sun,22,22,False,True,False,False,False,4,497
282,2016-02-29 21:55:44,2016-02-29 21:55:44,78,506,Mon,21,21,False,True,True,False,False,5,445
283,2016-03-01 23:22:16,2016-03-01 23:22:16,70,388,Tue,23,23,False,True,True,False,False,4,506
284,2016-03-02 22:15:14,2016-03-02 22:15:14,95,486,Wed,22,22,True,True,True,False,False,5,388
285,2016-03-03 22:01:33,2016-03-03 22:01:33,90,496,Thur,22,22,False,True,True,False,False,5,486
286,2016-03-05 23:20:01,2016-03-05 23:20:01,98,491,Sat,23,23,False,True,False,False,False,5,496
287,2016-03-06 23:08:20,2016-03-06 23:08:20,70,431,Sun,23,23,True,True,False,False,False,4,491
288,2016-03-07 22:50:22,2016-03-07 22:50:22,75,452,Mon,22,22,False,True,True,False,False,5,431
289,2016-03-08 21:40:38,2016-03-08 21:40:38,91,524,Tue,21,21,False,True,True,False,False,5,452
290,2016-03-09 22:40:25,2016-03-09 22:40:25,79,429,Wed,22,22,False,True,False,False,False,4,524
291,2016-03-10 21:35:17,2016-03-10 21:35:17,92,478,Thur,21,21,False,True,True,False,False,5,429
292,2016-03-12 01:33:16,2016-03-12 01:33:16,69,377,Sat,1,1,True,False,True,False,False,4,478
293,2016-03-12 23:44:03,2016-03-12 23:44:03,83,427,Sat,23,23,False,True,False,False,False,4,377
294,2016-03-13 22:47:36,2016-03-13 22:47:36,82,413,Sun,22,22,False,True,True,False,False,4,427
295,2016-03-14 22:16:43,2016-03-14 22:16:43,79,449,Mon,22,22,False,True,True,False,False,4,413
296,2016-03-15 22:41:40,2016-03-15 22:41:40,85,463,Tue,22,22,True,True,True,False,False,5,449
297,2016-03-16 22:25:40,2016-03-16 22:25:40,90,519,Wed,22,22,True,False,True,False,False,5,463
298,2016-03-17 22:46:35,2016-03-17 22:46:35,98,502,Thur,22,22,True,True,False,False,False,5,519
299,2016-03-18 22:17:45,2016-03-18 22:17:45,87,570,Fri,22,22,True,False,False,False,False,6,502
300,2016-03-20 22:13:36,2016-03-20 22:13:36,80,553,Sun,22,22,True,False,False,False,False,6,570
301,2016-03-21 22:37:03,2016-03-21 22:37:03,80,534,Mon,22,22,True,False,False,False,False,5,553
302,2016-03-22 21:22:46,2016-03-22 21:22:46,80,536,Tue,21,21,True,True,False,False,False,5,534
303,2016-03-23 22:06:49,2016-03-23 22:06:49,65,433,Wed,22,22,True,True,True,False,False,4,536
304,2016-03-27 23:28:20,2016-03-27 23:28:20,82,481,Sun,23,23,True,False,False,False,False,5,433
305,2016-03-28 23:32:44,2016-03-28 23:32:44,75,416,Mon,23,23,True,False,True,True,False,4,481
306,2016-03-29 23:12:02,2016-03-29 23:12:02,66,433,Tue,23,23,True,False,True,False,False,4,416
307,2016-03-30 22:58:49,2016-03-30 22:58:49,58,446,Wed,22,22,True,True,True,False,False,4,433
308,2016-03-31 22:47:19,2016-03-31 22:47:19,89,462,Thur,22,22,True,True,True,False,False,5,446
309,2016-04-02 21:20:49,2016-04-02 21:20:49,86,587,Sat,21,21,True,False,False,False,False,6,462
310,2016-04-03 21:44:29,2016-04-03 21:44:29,67,519,Sun,21,21,True,False,False,False,False,5,587
311,2016-04-04 21:23:59,2016-04-04 21:23:59,62,545,Mon,21,21,True,False,False,False,False,6,519
312,2016-04-05 21:13:24,2016-04-05 21:13:24,81,551,Tue,21,21,True,False,True,False,False,6,545
313,2016-04-06 23:00:14,2016-04-06 23:00:14,73,415,Wed,23,23,True,True,True,False,False,4,551
314,2016-04-07 21:48:56,2016-04-07 21:48:56,81,480,Thur,21,21,True,True,True,False,True,5,415
315,2016-04-09 00:51:24,2016-04-09 00:51:24,53,390,Sat,0,0,True,True,True,False,False,4,480
316,2016-04-09 22:59:45,2016-04-09 22:59:45,94,540,Sat,22,22,True,True,True,False,False,6,390
317,2016-04-10 22:04:13,2016-04-10 22:04:13,67,432,Sun,22,22,False,True,False,False,False,4,540
318,2016-04-11 22:35:10,2016-04-11 22:35:10,82,439,Mon,22,22,True,True,True,True,False,4,432
319,2016-04-12 22:18:30,2016-04-12 22:18:30,85,453,Tue,22,22,True,True,True,False,False,5,439
320,2016-04-13 22:27:46,2016-04-13 22:27:46,77,465,Wed,22,22,True,True,True,False,False,5,453
321,2016-04-14 21:43:30,2016-04-14 21:43:30,94,521,Thur,21,21,True,True,True,True,False,5,465
322,2016-04-15 22:38:27,2016-04-15 22:38:27,81,527,Fri,22,22,True,True,False,False,False,5,521
323,2016-04-17 21:34:35,2016-04-17 21:34:35,75,532,Sun,21,21,True,True,False,False,False,5,527
324,2016-04-19 21:21:02,2016-04-19 21:21:02,79,539,Tue,21,21,True,True,True,False,False,5,532
325,2016-04-20 21:25:56,2016-04-20 21:25:56,81,489,Wed,21,21,True,True,True,False,True,5,539
326,2016-04-21 21:54:28,2016-04-21 21:54:28,79,460,Thur,21,21,False,False,False,False,False,5,489
327,2016-04-22 05:37:46,2016-04-22 05:37:46,9,42,Fri,5,5,False,False,False,False,False,0,460
328,2016-04-23 00:46:44,2016-04-23 00:46:44,65,427,Sat,0,0,True,True,True,False,False,4,42
329,2016-04-24 22:30:35,2016-04-24 22:30:35,81,463,Sun,22,22,False,True,False,False,False,5,427
330,2016-04-25 22:07:57,2016-04-25 22:07:57,87,451,Mon,22,22,True,True,True,False,True,5,463
331,2016-04-26 22:48:24,2016-04-26 22:48:24,74,452,Tue,22,22,True,True,True,False,False,5,451
332,2016-04-27 22:24:10,2016-04-27 22:24:10,92,481,Wed,22,22,True,True,True,False,False,5,452
333,2016-04-28 22:23:37,2016-04-28 22:23:37,95,473,Thur,22,22,True,True,True,False,False,5,481
334,2016-04-29 22:47:32,2016-04-29 22:47:32,81,429,Fri,22,22,True,True,True,False,False,4,473
335,2016-05-01 21:27:20,2016-05-01 21:27:20,95,527,Sun,21,21,True,False,True,False,False,5,429
336,2016-05-02 21:50:53,2016-05-02 21:50:53,85,509,Mon,21,21,True,False,True,False,False,5,527
337,2016-05-03 22:19:12,2016-05-03 22:19:12,79,481,Tue,22,22,True,False,True,False,False,5,509
338,2016-05-04 22:16:31,2016-05-04 22:16:31,83,493,Wed,22,22,True,True,True,False,False,5,481
339,2016-05-05 22:20:43,2016-05-05 22:20:43,89,474,Thur,22,22,True,False,False,False,True,5,493
340,2016-05-06 23:07:56,2016-05-06 23:07:56,87,480,Fri,23,23,True,True,True,True,False,5,474
341,2016-05-07 23:20:36,2016-05-07 23:20:36,93,471,Sat,23,23,True,True,False,False,False,5,480
342,2016-05-08 23:44:12,2016-05-08 23:44:12,74,396,Sun,23,23,True,True,False,False,False,4,471
343,2016-05-09 22:10:46,2016-05-09 22:10:46,83,450,Mon,22,22,True,True,True,False,False,5,396
344,2016-05-10 23:10:06,2016-05-10 23:10:06,74,380,Tue,23,23,True,True,True,False,False,4,450
345,2016-05-11 22:43:49,2016-05-11 22:43:49,80,461,Wed,22,22,True,True,True,False,False,5,380
346,2016-05-12 23:50:20,2016-05-12 23:50:20,83,419,Thur,23,23,True,True,True,False,False,4,461
347,2016-05-13 23:08:55,2016-05-13 23:08:55,100,525,Fri,23,23,True,True,True,False,False,5,419
348,2016-05-15 21:34:13,2016-05-15 21:34:13,81,513,Sun,21,21,False,True,False,False,False,5,525
349,2016-05-16 21:34:47,2016-05-16 21:34:47,85,520,Mon,21,21,True,False,True,False,False,5,513
350,2016-05-17 20:53:27,2016-05-17 20:53:27,83,556,Tue,20,20,True,False,True,False,False,6,520
351,2016-05-18 22:26:07,2016-05-18 22:26:07,79,434,Wed,22,22,True,False,False,True,False,4,556
352,2016-05-20 00:00:10,2016-05-20 00:00:10,76,390,Fri,0,0,True,False,True,False,False,4,434
353,2016-05-20 23:14:26,2016-05-20 23:14:26,91,499,Fri,23,23,True,False,True,False,False,5,390
354,2016-05-23 22:34:58,2016-05-23 22:34:58,75,415,Mon,22,22,True,False,False,False,False,4,499
355,2016-05-24 22:00:00,2016-05-24 22:00:00,90,455,Tue,22,22,True,False,True,False,False,5,415
356,2016-05-25 22:21:34,2016-05-25 22:21:34,88,489,Wed,22,22,True,False,True,False,False,5,455
357,2016-05-26 22:08:30,2016-05-26 22:08:30,89,491,Thur,22,22,True,False,True,False,False,5,489
358,2016-05-28 00:19:46,2016-05-28 00:19:46,72,416,Sat,0,0,True,False,True,False,False,4,491
359,2016-05-29 22:04:35,2016-05-29 22:04:35,100,516,Sun,22,22,True,False,False,False,False,5,416
360,2016-05-30 22:07:42,2016-05-30 22:07:42,72,480,Mon,22,22,True,False,False,True,False,5,516
361,2016-05-31 23:02:52,2016-05-31 23:02:52,70,448,Tue,23,23,True,False,True,False,False,4,480
362,2016-06-01 23:01:17,2016-06-01 23:01:17,67,406,Wed,23,23,True,False,True,False,False,4,448
363,2016-06-02 22:51:43,2016-06-02 22:51:43,65,399,Thur,22,22,True,False,True,False,False,4,406
364,2016-06-05 22:33:14,2016-06-05 22:33:14,71,438,Sun,22,22,False,False,True,False,False,4,399
365,2016-06-06 23:26:26,2016-06-06 23:26:26,70,365,Mon,23,23,True,False,True,False,False,4,438
366,2016-06-07 22:32:35,2016-06-07 22:32:35,77,419,Tue,22,22,True,False,True,False,False,4,365
367,2016-06-08 21:56:14,2016-06-08 21:56:14,76,500,Wed,21,21,True,False,True,False,False,5,419
368,2016-06-09 22:07:31,2016-06-09 22:07:31,87,507,Thur,22,22,True,False,True,False,True,5,500
369,2016-06-11 22:42:30,2016-06-11 22:42:30,93,598,Sat,22,22,False,True,False,False,False,6,507
370,2016-06-12 22:52:30,2016-06-12 22:52:30,77,459,Sun,22,22,False,True,False,False,False,5,598
371,2016-06-13 22:03:24,2016-06-13 22:03:24,82,502,Mon,22,22,False,True,True,False,False,5,459
372,2016-06-14 22:32:22,2016-06-14 22:32:22,68,478,Tue,22,22,True,True,False,False,False,5,502
373,2016-06-16 00:46:59,2016-06-16 00:46:59,64,338,Thur,0,0,True,True,True,False,False,3,478
374,2016-06-16 22:06:06,2016-06-16 22:06:06,83,474,Thur,22,22,True,True,True,False,False,5,338
375,2016-06-17 23:28:36,2016-06-17 23:28:36,79,474,Fri,23,23,True,True,True,False,False,5,474
376,2016-06-19 23:00:43,2016-06-19 23:00:43,74,419,Sun,23,23,True,False,False,False,False,4,474
377,2016-06-20 22:34:58,2016-06-20 22:34:58,83,435,Mon,22,22,True,False,True,False,False,4,419
378,2016-06-21 22:11:24,2016-06-21 22:11:24,83,449,Tue,22,22,True,False,True,False,False,4,435
379,2016-06-22 22:41:04,2016-06-22 22:41:04,82,461,Wed,22,22,True,False,True,False,False,5,449
380,2016-06-23 22:32:02,2016-06-23 22:32:02,86,480,Thur,22,22,True,False,True,False,False,5,461
381,2016-06-26 22:16:19,2016-06-26 22:16:19,64,494,Sun,22,22,True,False,False,False,False,5,480
382,2016-06-27 23:48:29,2016-06-27 23:48:29,62,418,Mon,23,23,True,False,True,True,False,4,494
383,2016-06-28 23:10:25,2016-06-28 23:10:25,77,445,Tue,23,23,True,False,True,False,False,4,418
384,2016-06-29 22:32:29,2016-06-29 22:32:29,83,443,Wed,22,22,True,False,True,True,False,4,445
385,2016-07-01 23:32:46,2016-07-01 23:32:46,90,480,Fri,23,23,True,False,False,False,False,5,443
386,2016-07-03 21:49:41,2016-07-03 21:49:41,86,492,Sun,21,21,False,False,False,False,False,5,480
387,2016-07-04 21:39:08,2016-07-04 21:39:08,85,491,Mon,21,21,True,False,True,False,False,5,492
388,2016-07-05 22:48:36,2016-07-05 22:48:36,75,436,Tue,22,22,True,False,True,True,False,4,491
389,2016-07-06 22:13:30,2016-07-06 22:13:30,92,482,Wed,22,22,True,False,True,False,False,5,436
390,2016-07-07 22:53:15,2016-07-07 22:53:15,96,492,Thur,22,22,True,False,True,False,False,5,482
391,2016-07-10 22:18:13,2016-07-10 22:18:13,85,479,Sun,22,22,True,False,False,False,False,5,492
392,2016-07-11 21:24:42,2016-07-11 21:24:42,99,530,Mon,21,21,True,False,True,False,False,5,479
393,2016-07-12 22:02:38,2016-07-12 22:02:38,96,493,Tue,22,22,True,False,True,False,False,5,530
394,2016-07-13 23:13:10,2016-07-13 23:13:10,78,422,Wed,23,23,True,False,True,False,False,4,493
395,2016-07-14 22:39:55,2016-07-14 22:39:55,84,455,Thur,22,22,True,False,True,True,False,5,422
396,2016-07-16 00:32:25,2016-07-16 00:32:25,87,467,Sat,0,0,True,False,True,False,False,5,455
397,2016-07-16 23:20:56,2016-07-16 23:20:56,98,490,Sat,23,23,True,False,True,False,False,5,467
398,2016-07-17 22:23:36,2016-07-17 22:23:36,76,457,Sun,22,22,True,False,True,False,False,5,490
399,2016-07-18 22:57:22,2016-07-18 22:57:22,77,428,Mon,22,22,True,False,True,True,False,4,457
400,2016-07-19 22:36:11,2016-07-19 22:36:11,77,434,Tue,22,22,True,False,True,False,False,4,428
401,2016-07-20 22:25:37,2016-07-20 22:25:37,82,450,Wed,22,22,True,False,True,False,False,5,434
402,2016-07-21 23:07:32,2016-07-21 23:07:32,87,472,Thur,23,23,True,False,True,False,False,5,450
403,2016-07-22 22:20:48,2016-07-22 22:20:48,99,575,Fri,22,22,True,False,False,False,False,6,472
404,2016-07-23 23:47:33,2016-07-23 23:47:33,74,489,Sat,23,23,True,False,False,False,False,5,575
405,2016-07-24 22:45:58,2016-07-24 22:45:58,81,448,Sun,22,22,True,False,True,False,False,4,489
406,2016-07-25 21:54:39,2016-07-25 21:54:39,86,487,Mon,21,21,True,False,True,False,False,5,448
407,2016-07-26 23:03:39,2016-07-26 23:03:39,84,427,Tue,23,23,True,False,True,False,False,4,487
408,2016-07-27 22:49:44,2016-07-27 22:49:44,95,501,Wed,22,22,True,False,True,True,False,5,427
409,2016-07-28 22:25:20,2016-07-28 22:25:20,35,310,Thur,22,22,True,False,False,False,False,3,501
410,2016-08-16 22:05:56,2016-08-16 22:05:56,96,464,Tue,22,22,True,True,False,True,False,5,310
411,2016-08-17 22:42:29,2016-08-17 22:42:29,78,453,Wed,22,22,True,False,True,False,True,5,464
412,2016-08-18 21:58:44,2016-08-18 21:58:44,36,504,Thur,21,21,True,False,True,False,False,5,453
413,2016-08-20 22:04:29,2016-08-20 22:04:29,56,628,Sat,22,22,True,False,False,False,False,6,504
414,2016-08-21 22:08:40,2016-08-21 22:08:40,52,491,Sun,22,22,True,True,False,False,False,5,628
415,2016-08-22 22:13:35,2016-08-22 22:13:35,35,489,Mon,22,22,True,False,True,False,False,5,491
416,2016-08-23 23:08:06,2016-08-23 23:08:06,51,450,Tue,23,23,True,False,True,False,False,5,489
417,2016-08-24 21:51:35,2016-08-24 21:51:35,54,499,Wed,21,21,True,False,True,False,False,5,450
418,2016-08-25 22:06:03,2016-08-25 22:06:03,55,493,Thur,22,22,True,False,True,False,False,5,499
419,2016-08-26 23:49:26,2016-08-26 23:49:26,46,457,Fri,23,23,True,False,True,False,False,5,493
420,2016-08-27 23:52:04,2016-08-27 23:52:04,48,513,Sat,23,23,True,False,False,False,False,5,457
421,2016-08-28 22:52:01,2016-08-28 22:52:01,36,468,Sun,22,22,True,False,False,False,False,5,513
422,2016-08-29 22:10:33,2016-08-29 22:10:33,40,489,Mon,22,22,True,False,True,False,False,5,468
423,2016-08-30 22:21:42,2016-08-30 22:21:42,49,479,Tue,22,22,True,False,True,False,False,5,489
424,2016-08-31 22:33:07,2016-08-31 22:33:07,49,467,Wed,22,22,True,False,True,False,False,5,479
425,2016-09-01 23:08:05,2016-09-01 23:08:05,54,410,Thur,23,23,True,False,True,False,False,4,467
426,2016-09-02 22:38:01,2016-09-02 22:38:01,67,549,Fri,22,22,True,False,False,False,False,6,410
427,2016-09-04 23:28:38,2016-09-04 23:28:38,61,512,Sun,23,23,True,False,False,False,False,5,549
428,2016-09-05 21:00:08,2016-09-05 21:00:08,41,560,Mon,21,21,False,True,True,False,False,6,512
429,2016-09-06 22:11:10,2016-09-06 22:11:10,70,490,Tue,22,22,False,True,True,False,False,5,560
430,2016-09-07 22:31:00,2016-09-07 22:31:00,69,470,Wed,22,22,False,True,True,False,False,5,490
431,2016-09-08 22:28:57,2016-09-08 22:28:57,61,461,Thur,22,22,False,True,True,False,False,5,470
432,2016-09-10 00:45:06,2016-09-10 00:45:06,58,381,Sat,0,0,True,False,True,False,False,4,461
433,2016-09-10 22:44:13,2016-09-10 22:44:13,33,437,Sat,22,22,False,True,False,False,False,4,381
434,2016-09-11 23:05:56,2016-09-11 23:05:56,60,434,Sun,23,23,True,False,False,False,False,4,437
435,2016-09-12 22:46:00,2016-09-12 22:46:00,67,454,Mon,22,22,False,True,True,False,False,5,434
436,2016-09-13 21:55:44,2016-09-13 21:55:44,59,492,Tue,21,21,False,True,True,False,False,5,454
437,2016-09-14 22:26:52,2016-09-14 22:26:52,65,473,Wed,22,22,False,True,True,False,False,5,492
438,2016-09-17 22:26:00,2016-09-17 22:26:00,70,596,Sat,22,22,True,False,False,False,False,6,473
439,2016-09-18 22:28:43,2016-09-18 22:28:43,57,475,Sun,22,22,True,False,True,False,False,5,596
440,2016-09-19 22:14:12,2016-09-19 22:14:12,60,487,Mon,22,22,False,True,True,False,False,5,475
441,2016-09-20 22:39:22,2016-09-20 22:39:22,57,456,Tue,22,22,False,True,True,False,False,5,487
442,2016-09-21 22:11:55,2016-09-21 22:11:55,60,479,Wed,22,22,False,True,False,False,False,5,456
443,2016-09-22 22:26:20,2016-09-22 22:26:20,70,509,Thur,22,22,False,True,True,False,False,5,479
